age,education,loan_amount,asset_cost,no_of_loans,no_of_curr_loans,last_delinq_none,loan_default
34,1,748956,957360,0,0,0,0
45,2,612444,915684,3,2,0,0
34,1,672156,864960,0,0,0,0
49,1,824956,758924,6,2,0,1
46,2,828556,769880,3,2,0,1
33,2,509928,927732,0,0,0,0
32,2,699108,1270560,0,0,0,0
35,2,799108,708728,5,2,0,1
50,2,742156,736796,3,2,0,1
48,1,335772,859752,0,0,0,0
37,1,641508,896112,4,3,0,0
34,1,719556,837096,2,0,0,0
35,2,726564,878760,5,2,0,0
36,2,680188,687944,6,5,0,1
31,1,700636,684392,5,4,0,1
32,2,1127440,1338428,3,2,0,1
38,2,550468,770240,12,6,0,1
30,2,700936,778304,3,2,0,1
38,1,733764,881880,8,2,0,0
51,2,819364,839396,3,2,0,1
44,1,630936,846420,0,0,0,0
51,1,751636,695396,5,2,0,1
39,2,641508,810984,5,0,0,0
39,1,795508,807800,6,4,0,1
31,2,746556,1054860,2,2,0,0
38,2,805108,752600,3,2,0,1
53,1,779848,712556,3,2,0,1
44,2,594936,885384,0,0,0,0
26,2,683688,821856,0,0,0,0
29,2,708156,861528,2,2,0,0
26,2,684156,801372,0,0,0,0
31,2,890584,867764,3,2,0,1
45,1,608436,812040,0,0,0,0
39,1,915628,831164,3,2,0,1
48,2,914464,953300,9,4,0,1
37,2,558588,726468,4,2,0,0
41,1,914584,842000,13,4,0,1
43,2,703636,746588,3,2,0,1
24,2,836604,1158636,0,0,0,0
47,2,746556,959544,0,0,0,0
45,2,620728,687380,3,2,0,1
51,1,867364,879800,16,5,0,1
46,2,807364,804596,5,4,0,1
52,2,770632,977636,5,4,0,1
32,1,562000,695144,7,4,0,1
47,1,824028,936120,2,0,0,0
52,2,712036,809492,3,2,0,1
28,2,571740,860148,0,0,0,0
40,2,484728,907800,19,3,0,0
25,1,354348,550260,0,0,0,0
25,2,593736,844800,0,0,0,0
45,2,1054440,1459740,2,2,0,0
38,1,588000,716508,2,2,0,0
35,1,794956,692612,3,2,0,1
47,2,730164,1195260,0,0,0,0
34,1,708156,887904,19,7,0,0
44,1,568188,863976,3,0,0,0
27,2,570588,953856,0,0,0,0
38,2,680028,790560,2,2,0,0
31,2,825364,785864,5,4,0,1
41,2,778584,1026768,3,2,0,0
29,1,990736,1135724,3,2,0,1
31,1,659740,808340,3,2,0,1
33,2,662860,785108,3,2,0,1
34,1,890584,915200,7,4,0,1
33,1,728556,908748,3,3,0,0
35,2,336432,613524,0,0,0,0
27,2,737364,1518000,4,2,0,0
45,1,934320,1227852,0,0,0,0
46,1,705108,804000,3,2,0,0
53,2,513268,746588,3,2,0,1
50,1,615636,765972,2,0,0,0
37,1,989236,1069472,3,2,0,1
45,1,406608,748764,7,5,0,0
24,2,531528,967200,0,0,0,0
31,2,730936,669248,3,2,0,1
46,2,581388,718320,3,0,0,0
46,2,663108,1178472,2,0,0,0
44,2,541740,724320,0,0,0,0
37,1,746556,909540,5,5,0,0
42,2,575196,793500,0,0,0,0
37,2,574936,629804,5,4,0,1
49,1,688956,786840,10,6,0,0
47,2,920584,1059740,9,5,1,1
38,1,830028,1114260,7,5,0,0
53,2,602728,714800,5,4,0,1
43,1,656740,689000,5,4,0,1
42,1,730936,744584,3,2,0,1
42,2,772584,943572,5,3,0,0
41,2,807568,742892,3,2,0,1
44,1,805756,803288,3,2,0,1
27,1,546948,963828,2,0,0,0
33,2,799108,755600,3,2,0,1
42,1,921784,870632,3,2,0,1
45,1,527928,832944,3,2,0,0
36,2,594636,868128,0,0,0,0
26,2,347292,826260,0,0,0,0
47,2,508000,512504,3,2,0,1
32,1,746536,674684,3,2,0,1
35,2,1268680,1832036,3,2,0,1
34,2,791716,767792,3,2,0,1
26,1,584400,935412,0,0,0,0
40,2,430068,896064,0,0,0,0
31,2,806028,1211988,2,2,0,0
48,2,523728,846636,0,0,0,0
44,2,639600,984000,2,2,0,0
25,1,772584,900000,0,0,0,0
33,2,672156,776880,0,0,0,0
32,2,765868,781592,3,2,0,1
32,2,599536,730364,3,2,0,1
43,2,772156,734792,3,2,0,1
35,1,805756,698000,5,4,0,1
32,2,663108,955236,0,0,0,0
25,1,713364,828672,0,0,0,0
27,1,778584,1212000,0,0,0,0
39,1,884584,806000,9,6,0,1
34,2,656188,737480,3,2,0,1
40,2,627636,776424,2,0,0,0
48,2,663108,885624,6,5,0,0
55,2,1140208,1453568,12,5,0,1
39,1,476808,900072,12,4,0,0
25,2,591636,858888,0,0,0,0
24,2,725040,1037676,2,2,0,0
43,2,597156,850356,0,0,0,0
52,2,799108,811448,3,2,0,1
41,1,971404,1099940,6,2,0,1
45,2,944232,1318800,5,0,0,0
30,2,734556,847104,6,3,0,0
38,2,1025812,1176800,3,2,0,1
38,2,496128,600000,0,0,0,0
31,2,729736,748376,3,2,0,1
40,2,1003032,1359864,4,0,0,0
27,1,876276,1199412,3,0,0,0
28,2,599136,1138056,0,0,0,0
46,1,651108,751224,7,2,0,0
48,1,568708,642908,3,2,0,1
41,1,517128,664044,4,4,0,0
52,2,842404,788420,6,4,0,1
27,1,638400,885996,0,0,0,0
33,1,1117260,1346880,6,2,0,0
35,1,655600,686600,3,2,0,1
43,2,699108,837888,17,7,1,0
26,2,633636,866784,6,5,0,0
44,1,407268,749172,3,3,0,0
49,1,633036,735924,18,7,0,0
52,1,855364,806000,5,4,0,1
34,1,400092,571440,0,0,0,0
33,1,772428,914676,2,2,0,0
32,2,327000,894000,0,0,0,0
43,2,767908,713828,3,2,0,1
33,1,674188,595076,3,2,0,1
36,1,906028,937304,3,2,0,1
44,1,609636,761412,2,2,0,0
48,2,811108,747200,15,6,0,1
32,1,703156,773276,5,4,0,1
24,1,498468,727704,0,0,0,0
32,1,891628,820028,3,2,0,1
50,1,712936,808148,13,6,0,1
50,2,639636,751152,2,0,0,0
45,1,370728,779916,2,2,0,0
38,2,655188,1131336,2,2,0,0
37,1,984604,1186400,8,6,0,1
37,2,342348,1008900,6,4,0,0
33,2,647508,866808,0,0,0,0
40,1,636036,808236,3,2,0,0
47,2,532188,1458000,2,0,0,0
42,2,584136,791676,2,2,0,0
32,1,680508,908544,3,2,0,0
40,1,775756,724400,3,2,0,1
43,1,607236,788436,3,2,0,0
46,1,653508,821856,0,0,0,0
26,1,603636,771492,0,0,0,0
42,2,448840,690164,6,2,0,1
36,1,556188,687900,6,5,1,0
50,2,531268,697196,6,4,0,1
32,1,645636,752112,2,2,0,0
46,1,525528,758928,4,2,0,0
26,2,1031652,1435440,0,0,0,0
46,2,625992,749472,0,0,0,0
41,1,848620,798896,7,4,0,1
41,2,799084,732056,3,2,0,1
41,2,748156,654716,3,2,0,1
33,2,1014952,1190600,3,2,0,1
32,2,882028,1178636,3,2,0,1
31,1,940204,937460,5,2,0,1
53,2,968404,1097852,3,2,0,1
39,2,668188,781592,3,2,0,1
42,2,556188,700728,7,6,0,0
31,2,630036,837600,0,0,0,0
32,1,793108,764612,3,2,0,1
33,2,909012,1250016,0,0,0,0
42,2,669756,784416,2,0,0,0
40,1,586836,1746888,0,0,0,0
33,2,537268,817088,3,2,0,1
44,1,442524,718800,5,2,0,0
49,2,809028,977340,3,0,0,0
42,2,552036,819600,0,0,0,0
49,1,770644,678620,3,2,0,1
50,2,668188,665708,3,2,0,1
29,2,539616,1098852,0,0,0,0
28,2,713364,784500,0,0,0,0
25,2,654156,1084200,0,0,0,0
41,2,667908,810072,0,0,0,0
26,2,768492,984240,0,0,0,0
34,2,425268,769428,0,0,0,0
42,1,734556,1093788,4,3,0,0
33,1,668088,1145124,0,0,0,0
46,2,418656,804456,3,2,0,0
50,2,908584,843656,3,2,0,1
36,2,707364,936936,0,0,0,0
36,2,413268,592752,0,0,0,0
41,1,825796,809036,6,4,0,1
47,1,655908,876672,0,0,0,0
50,2,652476,839076,5,4,0,0
37,2,404628,542400,0,0,0,0
26,1,399408,924180,0,0,0,0
30,2,716556,1077000,6,2,0,0
32,2,626920,701012,3,2,0,1
49,1,997968,1354800,10,6,0,0
38,2,655668,833460,0,0,0,0
35,2,681420,837720,0,0,0,0
52,1,858556,822800,6,4,0,1
30,1,655308,857640,0,0,0,0
33,2,686188,758756,3,2,0,1
31,2,568188,899616,0,0,0,0
35,2,801364,783368,3,2,0,1
45,2,520728,726240,4,4,0,0
35,1,884584,1057076,3,2,0,1
48,2,1013560,999392,5,4,0,1
37,1,407568,819708,3,3,1,0
27,1,639636,832404,3,3,0,0
30,2,842164,740084,3,2,0,1
48,2,550188,779688,3,2,0,0
32,2,781108,728240,3,2,0,1
30,1,779584,764012,3,2,0,1
31,2,467268,813840,0,0,0,0
33,2,700684,755612,3,2,0,1
51,2,811108,773624,3,2,0,1
36,2,953880,1483344,0,0,0,0
30,1,857920,806480,3,2,0,1
28,1,576540,836568,0,0,0,0
31,2,774268,953900,3,2,0,1
33,1,767364,980292,5,4,0,0
31,2,1033012,1107956,3,2,0,1
39,2,653740,620600,3,2,0,1
46,2,702564,809016,3,3,0,0
44,2,782028,1090800,16,7,0,0
38,1,525528,833616,8,3,0,0
35,1,382608,800880,0,0,0,0
42,1,604308,901848,0,0,0,0
30,1,949804,1007900,3,2,0,1
33,1,343288,697592,7,4,0,1
25,1,1133880,1452000,0,0,0,0
40,1,819364,761600,3,2,0,1
42,2,796156,905564,3,2,0,1
33,2,582036,1163784,0,0,0,0
29,1,341628,783900,4,3,0,0
47,1,725436,900936,7,2,0,0
32,1,753508,802976,5,2,0,1
38,1,425268,816000,0,0,0,0
28,1,556188,741120,3,2,0,0
37,2,659788,637052,6,4,0,1
35,1,586848,764664,0,0,0,0
51,1,838360,905696,3,2,0,1
31,2,802584,1113360,0,0,0,0
37,2,825364,825044,3,2,0,1
35,1,765868,789332,3,2,0,1
29,1,645636,825600,0,0,0,0
47,1,688356,1000800,0,0,0,0
34,1,562188,697248,5,5,0,0
32,1,807508,796808,3,2,0,1
50,1,626728,1091600,6,5,0,1
27,1,443268,782172,0,0,0,0
39,2,542748,614076,0,0,0,0
49,2,692188,617516,3,2,0,1
40,2,778108,796136,7,5,0,1
39,2,592188,867540,6,3,0,0
41,2,737364,858528,0,0,0,0
47,1,767364,1117200,11,3,0,0
44,2,857764,758492,3,2,0,1
48,1,794028,900000,5,2,0,0
30,2,648936,773352,3,2,0,0
47,1,712036,644000,7,2,0,1
29,2,602916,893328,0,0,0,0
47,1,499728,842904,0,0,0,0
37,1,742636,648344,3,2,0,1
50,2,711108,805452,9,3,0,0
49,2,703636,694412,3,2,0,1
40,2,585636,905520,0,0,0,0
33,2,831364,745508,3,2,0,1
54,1,920584,912800,5,2,0,1
42,2,582588,776400,0,0,0,0
37,2,775108,674276,5,4,0,1
44,1,359808,876000,7,4,0,0
26,2,521148,917916,0,0,0,0
35,1,550188,1055736,8,3,0,0
54,2,774556,832772,9,6,0,1
48,2,455268,756888,0,0,0,0
31,1,496044,705900,0,0,0,0
46,2,966072,1453356,0,0,0,0
35,2,736936,840500,3,2,0,1
44,1,526728,841680,9,6,1,0
50,1,727636,730652,7,5,0,1
35,2,680740,655280,3,2,0,1
40,2,654156,773532,0,0,0,0
26,2,687108,1067400,0,0,0,0
46,2,760356,897648,7,4,0,0
36,2,632436,810504,0,0,0,0
26,1,581988,875196,3,3,1,0
34,2,831564,1056120,9,4,0,0
33,1,738516,1095600,2,2,0,0
26,1,464868,832452,0,0,0,0
46,1,949804,1072220,3,2,0,1
42,1,1023828,1437720,11,6,0,0
41,1,615636,763812,0,0,0,0
48,2,584988,780144,0,0,0,0
52,2,730936,770492,3,2,0,1
50,2,524520,717156,4,3,0,0
55,1,584728,599732,5,2,0,1
32,2,736936,674720,3,2,0,1
33,1,474768,693276,4,0,0,0
42,2,825804,1515240,0,0,0,0
40,1,625236,831636,6,5,0,0
51,2,961804,1035812,3,2,0,1
35,2,469668,849264,2,0,0,0
42,1,669108,800280,11,7,0,0
38,2,778584,996228,0,0,0,0
30,2,675108,863004,0,0,0,0
47,1,680188,649724,3,2,0,1
37,1,869944,821600,3,2,0,1
39,2,748156,652268,5,4,0,1
51,1,715636,706412,3,2,0,1
33,2,668208,1135008,0,0,0,0
34,1,663108,797148,8,0,0,0
36,1,438748,373352,3,2,0,1
30,2,626136,773808,2,2,0,0
26,1,624036,758484,4,2,0,0
37,2,418800,838704,0,0,0,0
49,2,689188,662960,5,4,0,1
43,2,678948,958632,0,0,0,0
46,2,925384,893288,5,2,0,1
46,2,755116,709724,3,2,0,1
44,1,677172,777084,0,0,0,0
29,2,704484,928380,0,0,0,0
50,2,821764,939524,3,2,0,1
43,1,639636,796320,0,0,0,0
25,1,642036,821724,2,0,0,0
27,1,616596,816000,0,0,0,0
30,1,544188,886800,8,5,0,0
35,1,708636,891312,0,0,0,0
30,1,514728,794844,0,0,0,0
47,2,433668,592680,0,0,0,0
33,1,773068,732236,3,2,0,1
47,1,746556,1053192,2,2,0,0
41,2,861804,1237992,0,0,0,0
33,1,853476,1158000,0,0,0,0
43,2,763108,662600,3,2,0,1
51,2,754156,789740,3,2,0,1
48,2,679524,1100292,3,2,0,0
29,2,621636,801876,0,0,0,0
38,2,725364,933132,3,3,0,0
33,1,937600,903200,3,2,0,1
42,2,422724,765516,0,0,0,0
30,1,908764,976832,3,2,0,1
44,2,748156,818600,3,2,0,1
35,2,964236,1362660,0,0,0,0
36,1,694036,809036,3,2,0,1
52,1,768700,697160,16,7,1,1
53,2,805108,860000,3,2,0,1
52,1,824824,767600,3,2,0,1
28,1,621636,858000,0,0,0,0
42,1,592188,948000,2,2,0,0
46,1,603636,776316,5,5,0,0
29,1,699756,912264,4,4,0,0
31,2,872584,1073588,3,2,0,1
44,2,631836,843600,2,2,0,0
34,2,480520,400520,3,2,0,1
46,1,494808,901056,3,3,0,0
34,1,359808,505200,0,0,0,0
49,2,758236,716432,6,2,0,1
37,1,549268,650636,3,2,0,1
40,2,627636,840696,2,0,0,0
36,1,601236,792936,0,0,0,0
40,1,514728,819600,0,0,0,0
26,2,962232,1334472,0,0,0,0
46,1,719364,831276,0,0,0,0
52,1,677740,674000,3,2,0,1
41,1,808156,787568,5,2,0,1
46,2,807228,1142952,0,0,0,0
36,2,822984,950952,0,0,0,0
47,1,753600,960000,0,0,0,0
28,2,413268,973200,0,0,0,0
36,1,636036,850200,4,2,0,0
30,1,644436,751728,0,0,0,0
51,1,931132,912800,3,2,0,1
49,1,671740,634844,3,2,0,1
34,2,715636,753320,3,2,0,1
43,1,580188,828000,0,0,0,0
50,1,821272,764000,3,2,0,1
26,1,1144704,1508640,0,0,0,0
45,2,772708,706160,8,7,0,1
32,1,711108,852000,0,0,0,0
40,1,700036,674312,7,4,0,1
40,2,472728,648276,0,0,0,0
42,2,802252,863852,3,2,0,1
41,2,724936,652940,6,4,0,1
49,2,840556,789752,10,6,0,1
33,1,690156,886668,2,2,0,0
52,2,810484,782540,7,5,0,1
37,1,667908,815916,4,3,0,0
38,2,864204,1021752,0,0,0,0
37,2,730812,877788,4,3,0,0
31,1,612636,801900,0,0,0,0
31,1,946204,1062716,3,2,0,1
27,2,651156,852000,6,5,0,0
38,2,1030612,1168880,8,5,0,1
43,2,870028,898664,3,2,0,1
33,2,544668,822252,3,3,0,0
37,2,619236,820920,0,0,0,0
32,1,563616,834300,0,0,0,0
45,2,677620,715508,3,2,0,1
33,2,621636,805776,6,5,0,0
45,1,794956,740732,8,6,0,1
37,2,659868,881040,2,2,0,0
26,1,591636,768276,0,0,0,0
40,1,572988,813612,10,5,0,0
27,1,690216,830412,0,0,0,0
34,2,549268,710840,3,2,0,1
52,2,932476,1048100,5,4,0,1
41,2,763756,814940,3,2,0,1
37,2,485928,869052,0,0,0,0
39,1,831364,734504,7,5,0,1
47,1,556140,968400,0,0,0,0
40,1,861364,836000,3,2,0,1
39,1,270888,842460,0,0,0,0
27,1,515988,851520,2,2,0,0
50,2,773524,738620,3,2,0,1
43,2,553332,647664,0,0,0,0
47,2,810556,847400,11,2,0,1
35,1,558948,809208,4,3,0,0
40,1,709636,609572,9,6,0,1
52,1,797908,785696,6,5,0,1
34,2,867364,822212,3,2,0,1
33,2,827764,842000,5,4,0,1
47,1,572988,824460,4,2,0,0
46,1,574668,925704,9,4,0,0
28,1,627636,759516,0,0,0,0
38,1,541740,651912,3,3,0,0
34,1,716556,932256,8,5,1,0
49,1,633336,816276,6,3,0,0
30,1,834556,764168,3,2,0,1
37,2,731196,1087800,2,2,0,0
38,2,746556,889752,9,3,0,0
43,1,557008,789044,7,6,0,1
39,1,686292,896076,0,0,0,0
34,2,814000,724016,3,2,0,1
45,2,696136,872672,8,7,0,1
27,2,413268,837792,0,0,0,0
51,1,784708,770852,6,2,0,1
47,2,544188,783048,5,4,0,0
40,1,379932,775536,8,2,0,0
50,1,843364,766328,3,2,0,1
29,1,562188,676440,0,0,0,0
31,2,807004,935900,3,2,0,1
36,1,458868,831264,0,0,0,0
39,2,858556,860000,3,2,0,1
28,2,321288,791328,0,0,0,0
45,2,667908,879696,0,0,0,0
36,2,740964,931200,0,0,0,0
37,1,604168,617168,10,5,0,1
27,2,636936,881592,0,0,0,0
36,1,627636,862800,3,2,0,0
41,2,769756,662744,7,6,0,1
24,2,660156,928680,0,0,0,0
45,2,692556,789996,10,4,0,0
32,2,711352,893144,3,2,0,1
37,1,885876,1106412,17,12,0,0
45,2,481128,742500,0,0,0,0
42,2,912184,882152,16,5,0,1
49,2,657108,832368,17,7,0,0
40,1,708996,894072,0,0,0,0
44,2,652588,684848,5,2,0,1
41,2,859684,783392,10,6,0,1
31,1,673908,1026276,11,7,0,0
50,2,494328,707424,4,3,0,0
54,1,718936,710000,5,4,0,1
42,2,796156,751076,3,2,0,1
41,2,981412,1069652,9,8,0,1
36,2,757108,652112,3,2,0,1
37,2,662916,895608,4,2,0,0
30,1,814584,1121124,0,0,0,0
31,1,625224,845184,4,2,0,0
37,2,483808,436160,3,2,0,1
29,1,529740,673392,7,4,0,0
43,2,660156,844332,7,4,0,0
46,1,722556,823500,2,0,0,0
51,1,346888,594968,3,2,0,1
52,2,888028,974132,8,5,0,1
33,2,642588,817464,7,2,0,0
42,2,867784,777932,17,8,0,1
45,2,940632,1290960,0,0,0,0
32,1,659560,800024,3,2,0,1
29,2,656284,716096,3,2,0,1
38,2,600936,788436,0,0,0,0
47,2,698536,626396,19,8,0,1
33,2,914584,956000,6,4,0,1
37,2,536424,737676,3,3,0,0
48,1,609636,817584,3,0,0,0
31,2,818028,1164960,5,4,0,0
31,1,879684,1044000,3,2,0,0
47,2,609636,955572,2,2,0,0
28,2,568188,799980,0,0,0,0
28,2,438732,859704,0,0,0,0
44,2,600936,764388,7,5,0,0
29,1,713236,890816,3,2,0,1
31,2,594804,817992,0,0,0,0
41,2,727764,948000,0,0,0,0
31,2,700936,738800,3,2,0,1
38,2,758964,864000,0,0,0,0
25,1,926088,1387320,0,0,0,0
42,1,595236,818592,0,0,0,0
40,2,724936,993464,10,6,0,1
28,1,757788,1092420,0,0,0,0
40,1,779908,770012,6,5,0,1
45,2,750156,926484,5,2,0,0
28,2,722556,839676,4,3,0,0
52,2,835168,776012,3,2,0,1
47,2,425268,782796,0,0,0,0
42,1,689532,817044,0,0,0,0
45,2,719676,935544,4,2,0,0
35,1,568188,838512,0,0,0,0
47,1,707716,672572,5,4,0,1
52,2,620728,635300,3,2,0,1
45,2,549700,683360,3,2,0,1
39,2,571300,558812,3,2,0,1
42,2,697636,715280,5,2,0,1
48,2,831364,808508,3,2,0,1
31,1,695896,663068,3,2,0,1
26,1,592188,800364,0,0,0,0
38,2,583824,800400,4,0,0,0
36,2,424320,752520,16,8,0,0
32,2,648156,859548,3,2,0,0
49,2,632188,642680,3,2,0,1
55,1,819436,1085048,3,2,0,1
35,2,603636,821688,7,3,0,0
32,2,863860,840320,3,2,0,1
40,2,890584,1376540,5,4,0,1
32,2,837364,852392,3,2,0,1
35,1,959476,932000,6,4,0,1
35,1,680188,694400,3,2,0,1
45,2,342348,806352,0,0,0,0
54,2,837604,803048,3,2,0,1
46,1,884584,888152,5,4,0,1
37,1,699708,930948,9,5,0,0
30,2,627636,871500,0,0,0,0
49,1,738436,1068104,6,4,0,1
46,2,686452,678356,3,2,0,1
32,1,811840,803840,3,2,0,1
33,2,722536,707840,3,2,0,1
42,1,612936,697128,0,0,0,0
41,1,354348,777600,0,0,0,0
43,2,651600,743916,2,0,0,0
38,1,769108,786860,9,8,0,1
33,1,908584,1340000,5,2,0,1
37,1,919384,1159052,3,2,0,1
29,1,709908,863964,4,0,0,0
49,2,461268,719964,0,0,0,0
26,1,1019868,1384596,0,0,0,0
26,2,645636,898500,0,0,0,0
33,2,496728,892116,2,2,0,0
36,2,692464,768584,5,4,0,1
30,1,719052,1061028,6,4,0,0
54,2,796144,757016,11,6,0,1
55,1,772156,759836,19,6,0,1
34,2,778156,748172,3,2,0,1
31,1,739764,1046112,0,0,0,0
34,2,943804,1054760,9,4,0,1
46,2,595236,732612,0,0,0,0
29,2,580188,896400,3,2,0,0
39,1,940204,860480,17,6,1,1
40,2,862132,1083548,3,2,0,1
29,1,642036,735732,3,3,0,0
37,2,727636,698096,6,5,0,1
29,2,735264,913680,14,7,0,0
40,2,418068,772572,3,2,0,0
25,1,790428,1026000,0,0,0,0
40,1,703636,725144,3,2,0,1
45,2,830028,1133508,2,0,0,0
49,1,788236,794516,11,7,0,1
28,2,401808,918156,0,0,0,0
31,2,883476,1021104,2,2,0,0
32,1,789532,699476,3,2,0,1
44,1,722556,840000,15,3,0,0
46,2,700936,663860,3,2,0,1
44,2,580188,813192,3,3,0,0
47,2,745756,729968,3,2,0,1
46,1,737496,889572,0,0,0,0
35,2,930028,964400,3,2,0,1
35,1,770556,941352,0,0,0,0
42,2,779784,1029924,0,0,0,0
32,1,735496,690560,3,2,0,1
45,2,687396,821256,0,0,0,0
41,2,668188,708080,8,6,0,1
42,1,1255000,1920092,6,2,0,1
40,2,674520,812484,0,0,0,0
34,2,723736,749240,3,2,0,1
33,1,623028,1005708,0,0,0,0
45,2,601876,687356,3,2,0,1
28,2,699108,934176,2,2,0,0
35,1,763108,688652,11,8,0,1
35,1,798556,763832,3,2,0,1
42,1,878584,824000,6,2,0,1
32,1,556188,846000,4,3,0,0
47,1,819364,752624,3,2,0,1
30,1,648864,836172,0,0,0,0
24,2,639636,947268,0,0,0,0
46,2,584728,812696,3,2,0,1
26,1,463068,877212,0,0,0,0
35,2,651108,952008,0,0,0,0
35,2,715624,707840,3,2,0,1
46,2,517300,484712,3,2,0,1
46,1,561268,663200,8,5,0,1
27,1,473292,789252,0,0,0,0
28,1,591636,808080,0,0,0,0
42,2,830028,984780,0,0,0,0
32,2,724936,741476,3,2,0,1
31,2,597636,904800,0,0,0,0
36,1,1009012,1292000,8,5,1,1
45,2,659272,602348,3,2,0,1
40,2,955804,1169072,5,4,0,1
36,2,443268,743292,3,3,0,0
25,1,748764,906000,0,0,0,0
50,2,991032,1494000,0,0,0,0
42,2,705108,984000,3,3,0,0
41,2,1268680,1820000,8,4,0,1
29,2,318348,963024,0,0,0,0
49,2,973804,1109708,3,2,0,1
36,1,461268,792000,0,0,0,0
45,1,638760,786000,3,3,0,0
50,2,864556,1072772,9,7,0,1
35,2,1234060,1994864,5,2,0,1
32,2,596728,597440,3,2,0,1
49,2,1068232,1248980,3,2,0,1
46,2,574912,568484,3,2,0,1
46,1,677788,661424,3,2,0,1
37,2,671740,789908,3,2,0,1
37,1,666156,863748,0,0,0,0
32,1,699180,840732,9,2,0,0
40,2,594036,909648,2,0,0,0
37,1,699108,1142148,0,0,0,0
42,2,799108,706376,3,2,0,1
30,1,592536,683964,0,0,0,0
32,2,751756,866144,3,2,0,1
33,1,867364,823880,5,4,0,1
32,2,751108,709940,3,2,0,1
37,1,644188,624788,5,4,0,1
35,1,696156,790368,7,4,0,0
28,2,556188,908856,0,0,0,0
37,1,436848,787248,11,5,0,0
32,2,831364,1115600,3,2,0,1
48,1,668188,661040,3,2,0,1
34,1,712936,752000,3,2,0,1
42,2,731224,660920,5,4,0,1
48,2,782440,779888,3,2,0,1
34,2,655908,801132,0,0,0,0
32,1,914428,980000,3,2,0,1
25,1,401808,843312,0,0,0,0
37,1,741756,911124,2,2,0,0
47,1,618336,748908,0,0,0,0
45,2,604044,904572,5,5,0,0
45,1,648936,969144,4,3,0,0
48,1,648936,792000,2,0,0,0
37,2,758236,740744,5,4,0,1
37,1,934204,972908,3,2,0,1
51,2,777508,744704,5,4,0,1
36,2,882028,829760,6,4,0,1
51,2,800692,738284,10,9,0,1
43,1,425268,562320,0,0,0,0
35,1,514728,834000,0,0,0,0
29,1,529428,724116,5,4,0,0
46,2,607728,867072,0,0,0,0
41,2,1021348,1084340,6,5,0,1
49,1,496728,758952,4,0,0,0
39,1,580188,854208,0,0,0,0
37,2,787756,825320,3,2,0,1
42,2,596436,774624,4,3,0,0
38,2,393132,885612,4,3,0,0
44,1,714400,609740,7,2,0,1
30,2,687108,822000,0,0,0,0
48,1,662640,804156,3,2,0,0
37,1,504628,485360,3,2,0,1
44,2,368208,808836,2,0,0,0
33,2,469668,823680,0,0,0,0
37,1,529408,663116,3,2,0,1
25,1,651108,806376,0,0,0,0
31,2,988948,1122200,3,2,0,1
42,2,431268,760032,2,2,0,0
44,1,1027012,948032,3,2,0,1
31,1,636988,642920,3,2,0,1
26,2,580536,736032,0,0,0,0
44,2,829156,803600,3,2,0,1
49,1,454392,713592,3,0,0,0
37,2,736036,656492,13,4,0,1
39,2,721636,711800,8,4,0,1
24,2,594012,780000,0,0,0,0
44,2,588456,791124,5,3,1,0
26,2,811884,1374372,0,0,0,0
48,2,721636,717332,3,2,0,1
30,2,669108,967656,0,0,0,0
48,1,847756,742472,9,5,0,1
45,2,775600,740000,3,2,0,1
34,1,816588,1048236,3,3,0,0
27,1,675108,805212,0,0,0,0
48,1,679908,819600,3,2,0,0
43,2,612036,852036,6,4,0,0
43,2,663388,661736,8,5,0,1
39,2,834556,794000,3,2,0,1
39,2,724936,633476,3,2,0,1
38,1,886984,912248,12,7,0,1
41,1,680188,711200,3,2,0,1
25,2,511464,956580,2,0,0,0
53,2,690556,682580,5,4,0,1
41,2,842164,763088,11,5,0,1
38,1,521388,824400,3,3,0,0
49,1,668736,893472,2,2,0,0
33,1,787108,789920,6,4,0,1
33,2,755404,719576,6,2,0,1
49,2,767364,921624,6,4,0,0
49,1,620676,835116,0,0,0,0
39,1,800956,760472,3,2,0,1
47,2,763108,877244,13,9,0,1
55,2,719236,701288,7,5,0,1
40,2,876804,1248000,0,0,0,0
43,1,819876,1482072,0,0,0,0
30,1,613836,777300,0,0,0,0
46,2,608728,615020,5,4,0,1
38,1,703636,716000,6,4,0,1
29,1,526728,607200,4,3,0,0
38,2,1042612,1015808,3,2,0,1
41,1,745636,696440,3,2,0,1
42,2,801600,961200,0,0,0,0
46,1,637668,799200,0,0,0,0
32,2,675996,1275612,0,0,0,0
31,2,855088,1212416,3,2,0,1
33,2,847476,982800,12,6,0,0
37,1,760108,658760,12,8,0,1
33,1,619236,847884,3,3,0,0
33,1,456892,728468,3,2,0,1
45,2,562188,854856,0,0,0,0
36,1,748936,873368,3,2,0,1
36,1,973804,1209284,3,2,0,1
46,1,673276,700400,8,2,0,1
29,1,630396,731856,2,0,0,0
46,2,484728,749580,2,2,0,0
31,1,694308,828684,0,0,0,0
45,1,550188,776760,3,2,0,0
32,1,679908,832920,7,6,0,0
47,2,902584,814868,3,2,0,1
48,1,567700,690728,3,2,0,1
31,2,781756,753764,3,2,0,1
39,1,607864,970520,3,2,0,1
33,2,709636,661256,3,2,0,1
26,1,734556,1301196,0,0,0,0
33,1,920584,860000,5,2,0,1
38,1,712164,867600,0,0,0,0
32,1,767188,795176,3,2,0,1
29,2,591636,786780,8,5,0,0
